SNAP,1211210,1345,DAILY,2.00,0.1350,0.1035,230,605.00,603.00,7097800,7051800,2051800
SNAP,1211213,1345,DAILY,2.00,0.1350,0.1035,230,601.00,603.00,7005800,7051800,2051800
SNAP,1211214,1345,DAILY,2.00,0.1350,0.1035,230,599.00,603.00,6959800,7051800,2051800
SNAP,1211215,1345,DAILY,2.00,0.1350,0.1035,230,600.00,603.00,6982800,7051800,2051800
REBAL,1211216,1345,FLAT,2.00,0.1350,0.1035,230,605.00,603.00,7097800,7051800,2051800
SNAP,1211216,1345,DAILY,2.00,0.1350,0.1035,230,605.00,603.00,7097800,7051800,2051800
SNAP,1211217,1345,DAILY,2.00,0.1350,0.1035,230,607.00,603.00,7143800,7051800,2051800
SNAP,1211220,1345,DAILY,2.00,0.1350,0.1035,230,598.00,603.00,6936800,7051800,2051800
SNAP,1211221,1345,DAILY,2.00,0.1350,0.1035,230,597.00,603.00,6913800,7051800,2051800
SNAP,1211222,1345,DAILY,2.00,0.1350,0.1035,230,600.00,603.00,6982800,7051800,2051800
SNAP,1211223,1345,DAILY,2.00,0.1350,0.1035,230,606.00,603.00,7120800,7051800,2051800
SNAP,1211224,1345,DAILY,2.00,0.1350,0.1035,230,604.00,603.00,7074800,7051800,2051800
SNAP,1211227,1345,DAILY,2.00,0.1350,0.1035,230,606.00,603.00,7120800,7051800,2051800
SNAP,1211228,1345,DAILY,2.00,0.1350,0.1035,230,615.00,603.00,7327800,7051800,2051800
SNAP,1211229,1345,DAILY,2.00,0.1350,0.1035,230,616.00,603.00,7350800,7051800,2051800
SNAP,1211230,1345,DAILY,2.00,0.1350,0.1035,230,615.00,603.00,7327800,7051800,2051800
SNAP,1220103,1345,DAILY,2.00,0.1350,0.1035,230,631.00,603.00,7695800,7051800,2051800
REBAL,1220104,1345,EXTRA,2.00,0.1350,0.1035,243,645.00,603.00,8017800,8017800,3017800
SNAP,1220104,1345,DAILY,2.00,0.1350,0.1035,0,656.00,0.00,8017800,8017800,3017800
SNAP,1220105,1345,DAILY,2.00,0.1350,0.1035,243,650.00,669.00,7556100,8017800,3017800
REBAL,1220106,1345,EXTRA,2.00,0.1350,0.1035,232,638.00,669.00,7264500,7264500,2264500
SNAP,1220106,1345,DAILY,2.00,0.1350,0.1035,0,644.00,0.00,7264500,7264500,2264500
SNAP,1220107,1345,DAILY,2.00,0.1350,0.1035,232,634.00,643.00,7055700,7264500,2264500
SNAP,1220110,1345,DAILY,2.00,0.1350,0.1035,232,643.00,643.00,7264500,7264500,2264500
SNAP,1220111,1345,DAILY,2.00,0.1350,0.1035,232,651.00,643.00,7450100,7264500,2264500
SNAP,1220112,1345,DAILY,2.00,0.1350,0.1035,232,660.00,643.00,7658900,7264500,2264500
REBAL,1220113,1345,EXTRA,2.00,0.1350,0.1035,232,658.00,643.00,7612500,7612500,2612500
SNAP,1220113,1345,DAILY,2.00,0.1350,0.1035,0,661.00,0.00,7612500,7612500,2612500
SNAP,1220114,1345,DAILY,2.00,0.1350,0.1035,232,672.00,673.00,7589300,7612500,2612500
SNAP,1220117,1345,DAILY,2.00,0.1350,0.1035,232,683.00,673.00,7844500,7612500,2612500
SNAP,1220118,1345,DAILY,2.00,0.1350,0.1035,232,662.00,673.00,7357300,7612500,2612500
SNAP,1220119,1345,DAILY,2.00,0.1350,0.1035,232,654.00,673.00,7171700,7612500,2612500
SNAP,1220120,1345,DAILY,2.00,0.1350,0.1035,232,651.00,673.00,7102100,7612500,2612500
REBAL,1220121,1345,DOWN,2.00,0.1350,0.1035,218,644.00,673.00,6939700,6939700,1939700
SNAP,1220121,1345,DAILY,2.00,0.1350,0.1035,0,641.00,0.00,6939700,6939700,1939700
SNAP,1220124,1345,DAILY,2.00,0.1350,0.1035,218,653.00,639.00,7244900,6939700,1939700
SNAP,1220125,1345,DAILY,2.00,0.1350,0.1035,218,641.00,639.00,6983300,6939700,1939700
SNAP,1220126,1345,DAILY,2.00,0.1350,0.1035,218,636.00,639.00,6874300,6939700,1939700
SNAP,1220207,1345,DAILY,2.00,0.1350,0.1035,218,635.00,639.00,6852500,6939700,1939700
SNAP,1220208,1345,DAILY,2.00,0.1350,0.1035,218,628.00,639.00,6699900,6939700,1939700
SNAP,1220209,1345,DAILY,2.00,0.1350,0.1035,218,633.00,639.00,6808900,6939700,1939700
SNAP,1220210,1345,DAILY,2.00,0.1350,0.1035,218,649.00,639.00,7157700,6939700,1939700
SNAP,1220211,1345,DAILY,2.00,0.1350,0.1035,218,650.00,639.00,7179500,6939700,1939700
SNAP,1220214,1345,DAILY,2.00,0.1350,0.1035,218,637.00,639.00,6896100,6939700,1939700
SNAP,1220215,1345,DAILY,2.00,0.1350,0.1035,218,633.00,639.00,6808900,6939700,1939700
SNAP,1220216,1345,DAILY,2.00,0.1350,0.1035,218,646.00,639.00,7092300,6939700,1939700
REBAL,1220217,1345,FLAT,2.00,0.1350,0.1035,218,645.00,639.00,7070500,6939700,1939700
SNAP,1220217,1345,DAILY,2.00,0.1350,0.1035,218,645.00,639.00,7070500,6939700,1939700
SNAP,1220218,1345,DAILY,2.00,0.1350,0.1035,218,637.00,639.00,6896100,6939700,1939700
SNAP,1220221,1345,DAILY,2.00,0.1350,0.1035,218,632.00,639.00,6787100,6939700,1939700
SNAP,1220222,1345,DAILY,2.00,0.1350,0.1035,218,627.00,639.00,6678100,6939700,1939700
SNAP,1220223,1345,DAILY,2.00,0.1350,0.1035,218,625.00,639.00,6634500,6939700,1939700
SNAP,1220224,1345,DAILY,2.00,0.1350,0.1035,218,604.00,639.00,6176700,6939700,1939700
REBAL,1220225,1345,EXTRA,2.00,0.1350,0.1035,204,600.00,639.00,6089500,6089500,1089500
SNAP,1220225,1345,DAILY,2.00,0.1350,0.1035,0,604.00,0.00,6089500,6089500,1089500
SNAP,1220301,1345,DAILY,2.00,0.1350,0.1035,204,604.00,599.00,6191500,6089500,1089500
SNAP,1220302,1345,DAILY,2.00,0.1350,0.1035,204,601.00,599.00,6130300,6089500,1089500
SNAP,1220303,1345,DAILY,2.00,0.1350,0.1035,204,602.00,599.00,6150700,6089500,1089500
SNAP,1220304,1345,DAILY,2.00,0.1350,0.1035,204,595.00,599.00,6007900,6089500,1089500
SNAP,1220307,1345,DAILY,2.00,0.1350,0.1035,204,576.00,599.00,5620300,6089500,1089500
